time,elpsec,O2Hb_1,HHb_1,TOI_1,nTHI_1,O2Hb_2,HHb_2,TOI_2,nTHI_2,O2Hb_3,HHb_3,TOI_3,nTHI_3,O2Hb_4,HHb_4,TOI_4,nTHI_4,Comment
18:30,4968.42,-5.75,10.17,52,1.039,-0.68,6.8,51.4,1.022,-0.78,0.24,64.2,0.858,-1.52,0.98,75.5,1.122,
18:30,4968.62,-3.31,11.27,54,1.087,0.71,6.8,53.2,1.083,-0.42,0.39,64.6,0.885,-1.08,0.64,76.5,1.11,
18:30,4968.82,1.57,15.09,55,1.122,4.16,9.46,52.2,1.168,0.53,0.4,65.2,0.885,-0.86,0.69,76.6,1.086,
18:30,4969.02,3.95,18.35,56,1.128,1.62,9.93,54.2,1.135,-1.01,0.74,63.2,0.917,-2.6,0.48,74.6,1.037,
18:30,4969.22,0.11,15.29,52.7,1.067,0.25,8.8,51,1.069,-1.12,0.38,61.6,0.93,-0.53,2.05,75.3,1.056,
18:30,4969.42,-5.69,10.36,51.4,1.025,-0.6,7,50.9,1.016,-0.47,0.6,64.1,0.868,-1.62,0.84,75.6,1.134,
18:30,4969.62,-2.19,12.26,53.9,1.096,1.56,7.59,52.4,1.111,-0.72,0.29,63.3,0.881,-1.14,0.44,76.8,1.087,
18:30,4969.82,1.89,15.75,54.8,1.118,3.87,8.95,53.9,1.135,0.6,0.46,66.2,0.906,-1.55,0.25,76.4,1.055,
18:30,4970.02,4.47,18.77,55.5,1.132,1.12,10.11,53.5,1.137,-0.78,0.25,65.2,0.928,-2.44,0.57,74.6,1.026,
18:30,4970.22,-1.78,13.9,52.4,1.048,-0.02,8.2,51.3,1.048,-0.76,0.45,62.5,0.942,-0.93,1.63,75.1,1.087,
18:30,4970.42,-5.34,10.11,53,1.047,-0.58,6.22,53.2,1.026,-0.36,0.66,65.4,0.862,-1.77,0.62,75.7,1.133,
18:30,4970.62,-1.09,13.15,54.8,1.087,3.24,8.82,51.8,1.154,-0.24,0.29,63,0.864,-0.72,0.67,76.9,1.084,
18:30,4970.82,2.71,16.52,54.6,1.126,3.51,9.34,53.1,1.155,0.35,0.7,65.7,0.899,-2.2,0.01,75.8,1.055,
18:30,4971.02,2.6,17.49,53.8,1.11,0.49,9.26,53.7,1.1,-1.2,0.52,63,0.936,-1.91,1.26,74.4,1.038,
18:30,4971.22,-4.02,11.56,51.8,1.039,-0.91,6.98,50.7,1.023,-1.34,0.24,61.8,0.883,-1.37,1.19,75.4,1.103,
18:30,4971.42,-5.42,10.16,53.1,1.058,-1.05,6.15,51.2,1.047,-1.45,0.6,62.6,0.866,-1.72,0.41,76.1,1.105,
18:30,4971.62,0.43,14.48,54.4,1.115,4.11,8.78,53.9,1.145,0.19,0.06,65.2,0.876,-0.7,0.75,76.8,1.078,
18:30,4971.82,3.28,18.08,55,1.13,1.75,9.89,52.3,1.151,-0.73,0.4,66.3,0.895,-2.85,0.11,74.8,1.036,
18:30,4972.02,0.78,16.45,51.5,1.102,0.59,8.81,53.3,1.092,-1.32,0.24,63.4,0.919,-0.93,1.91,74.9,1.033,
18:30,4972.22,-5.72,11.09,51.5,1.044,-0.52,7.45,50.4,1.027,-0.76,0.88,62.5,0.904,-1.61,0.99,75.3,1.113,
18:30,4972.42,-3.32,11.88,53.7,1.09,0.39,7.58,50.6,1.1,-0.61,-0.19,66.8,0.864,-1.33,0.47,76.5,1.092,
18:30,4972.61,0.84,15.58,54.2,1.102,4.22,9.38,53.5,1.143,0.82,1.06,63.8,0.935,-0.92,0.69,76.5,1.075,
18:30,4972.82,3.56,18.72,55,1.134,1.01,10.08,53.5,1.135,-0.52,0.09,67.5,0.912,-2.92,0.15,74.5,1.023,
18:30,4973.02,-1.15,15.15,51.5,1.064,0.27,8.66,52.2,1.065,-1.07,0.06,63.3,0.917,-0.92,1.82,74.9,1.078,
18:30,4973.22,-6.06,10.65,51.4,1.038,-0.95,6.99,50.9,1.029,-0.7,0.77,64.2,0.896,-1.69,0.9,75.3,1.132,
18:30,4973.41,-2.49,12.68,53.9,1.092,1.43,7.87,52,1.105,-0.39,0.36,64.3,0.884,-0.84,0.73,76.6,1.086,
18:30,4973.61,1.39,15.97,53.6,1.116,3.33,9.68,51.4,1.157,0.19,1.14,63.3,0.917,-1.44,0.49,76.2,1.072,
18:30,4973.81,3.59,18.63,56.3,1.135,1.07,10,53.7,1.138,-1.74,0.78,62.3,0.911,-2.6,0.75,74.4,1.021,
18:30,4974.01,-2.71,14.29,50.5,1.059,-0.44,8.52,49.9,1.057,-1.16,0.28,63,0.927,-1.03,1.78,75.1,1.066,
18:30,4974.21,-6.72,10.36,52,1.047,-1.95,7,49.4,1.027,-1.13,1.37,61.3,0.905,-1.73,0.74,75.6,1.121,
18:30,4974.41,-2.23,13.33,54,1.089,1.88,8.87,50.1,1.128,-0.05,0.26,65.6,0.887,-0.78,0.81,76.7,1.083,
18:30,4974.61,1.4,16.9,52.7,1.126,2.67,9.9,50.8,1.156,-0.07,1.82,61.5,0.944,-2.06,0.23,75.7,1.064,
18:30,4974.81,3.08,18.42,56.3,1.103,0.14,10.35,53.3,1.13,-1.41,1.01,61.2,0.945,-2.16,1.14,74.3,1.044,
18:30,4975.01,-3.59,13.4,50.3,1.053,-0.55,8.18,50.1,1.043,-0.81,0.49,62.7,0.953,-1.31,1.46,75,1.099,
18:30,4975.21,-6.51,10.37,52.4,1.046,-1.64,6.86,49.8,1.041,-0.91,1.4,62.2,0.911,-1.75,0.74,75.5,1.126,
18:30,4975.41,-1.21,13.88,54.5,1.101,3.23,8.71,52.8,1.141,-0.18,0.73,62.5,0.907,-0.75,0.78,76.7,1.083,
18:30,4975.61,1.78,17.28,54,1.129,3.21,8.29,58.3,1.106,-0.55,1.83,60.7,0.938,-2.49,-0.01,75.6,1.049,
18:30,4975.81,2.78,18.38,54.3,1.123,0.76,8.79,58,1.079,-1.76,1.28,59.7,0.955,-1.57,1.72,74.6,1.036,
18:30,4976.01,-4.86,12.62,50.3,1.037,-0.45,6.77,54.2,0.992,-1.45,1.02,59.5,0.92,-1.2,1.53,75.3,1.099,
18:30,4976.21,-6.11,10.44,52.5,1.056,-0.7,5.63,56.1,1.019,-0.97,1.17,62.4,0.91,-1.66,0.58,76,1.116,
18:30,4976.41,-0.58,14.7,54.1,1.085,4.66,8.37,57.4,1.112,0.42,0.98,62.5,0.899,-0.4,1.08,76.7,1.085,
18:30,4976.61,2.33,17.46,54.9,1.122,2.3,8.82,55.7,1.107,-0.6,1.93,60.6,0.948,-2.93,-0.16,75.1,1.039,
18:30,4976.81,1.68,17.65,52.6,1.104,0.81,8.34,59.2,1.058,-1.17,0.74,62,0.955,-1.41,1.79,74.4,1.061,
18:30,4977.01,-5.9,11.24,50.4,1.042,-0.31,7.14,52.4,1.013,-0.85,1.4,59.6,0.951,-1.61,1.16,75,1.119,
18:30,4977.21,-4.65,10.97,53.8,1.064,-0.52,6.34,53.4,1.05,-1.54,1.05,60.7,0.888,-1.44,0.6,76.2,1.101,
18:30,4977.41,0.56,14.9,55.1,1.098,5,8.38,57.3,1.098,0.51,0.86,62.5,0.892,-0.47,1,76.9,1.086,
18:30,4977.61,2.86,18.21,53.8,1.143,2.05,8.95,57,1.119,-1.08,2.12,59.4,0.972,-3.25,-0.24,75,1.018,
18:30,4977.81,0.16,16.17,52.4,1.074,0.47,8.41,54.9,1.061,-1.27,0.72,61.9,0.946,-1.21,1.85,74.8,1.041,
18:30,4978.01,-5.91,10.99,50.8,1.033,-1.64,6.15,52.8,0.981,-1.52,1.69,58,0.906,-1.72,0.92,75.6,1.109,
18:30,4978.21,-3.72,11.73,54.1,1.08,0.1,6.99,52.2,1.078,-1.2,0.9,61.6,0.9,-1.27,0.58,76.5,1.089,
18:30,4978.41,1.23,15.45,54.6,1.109,4.21,8.88,54.9,1.13,0.33,1.02,63.3,0.892,-0.9,0.82,76.5,1.076,
18:30,4978.61,3.51,18.55,55.8,1.132,1.2,9.31,56.4,1.098,-1.43,0.79,63,0.913,-3.17,0.13,74.5,1.015,
18:31,4978.81,-0.54,15.06,53.8,1.06,0.47,7.91,55.5,1.032,-1.23,-0.21,64.1,0.888,-1.07,1.85,74.8,1.069,
18:31,4979.01,-6.61,10.26,51.8,1.031,-0.97,6.67,51,1.002,-0.7,0.81,64,0.879,-2.04,0.8,75.3,1.133,
18:31,4979.21,-2.46,12.54,54.8,1.091,2.02,7.42,54.1,1.101,-0.23,0.05,66.5,0.857,-1.01,0.76,76.5,1.1,
18:31,4979.41,1.28,16,53.5,1.115,3.61,9.71,51.9,1.167,0.22,1.07,63.8,0.889,-1.46,0.59,76.1,1.077,
18:31,4979.61,3.35,18.3,55.2,1.131,0.26,10.76,49.8,1.146,-1.46,0.55,63.4,0.91,-2.9,0.51,74.3,1.024,
18:31,4979.81,-2.52,14.09,51.3,1.039,-1.57,9.73,43,1.087,-1.31,0.05,63.5,0.893,-1.62,1.22,75.4,1.052,
18:31,4980.01,-5.58,10.35,53.5,1.038,-2.15,7.81,44.7,1.067,-0.9,0.5,64.9,0.854,-1.93,0.62,75.7,1.113,
18:31,4980.21,-1.59,13.4,54.3,1.091,2.07,9.97,46.4,1.181,-0.67,0.13,63.6,0.855,-0.82,0.77,76.9,1.076,
18:31,4980.41,2.44,16.56,55.2,1.122,2.34,11.19,45.2,1.211,-0.19,0.64,65.3,0.866,-2.35,-0.01,75.9,1.041,
18:31,4980.61,3.29,18.48,55.2,1.115,-0.4,11.9,46.1,1.181,-1.33,0.48,63.6,0.93,-1.96,1.45,74.2,1.034,
18:31,4980.81,-3.46,12.91,51.4,1.043,-0.95,9.29,44.7,1.081,-1.14,-0.11,64,0.881,-1.28,1.46,75.1,1.089,
18:31,4981.01,-5.87,10.15,53.5,1.044,-2.04,7.63,46.4,1.074,-1.41,0.67,63.1,0.851,-1.83,0.61,75.8,1.112,
18:31,4981.21,-0.67,13.99,54.5,1.093,3.27,10.57,46.7,1.191,0.43,0.04,66.3,0.873,-0.55,0.97,76.7,1.083,
18:31,4981.41,2.32,16.77,55.9,1.114,2.06,10.79,47.7,1.183,-0.44,0.75,64.7,0.875,-2.77,-0.14,75.4,1.041,
18:31,4981.61,2.89,17.82,54.8,1.113,-0.01,10.67,49.8,1.149,-1.23,0.29,64.1,0.922,-1.72,1.57,74.4,1.036,
18:31,4981.81,-4.32,12.48,50.8,1.042,-0.75,9.35,44,1.076,-1.09,-0.1,64.3,0.865,-1.55,1.2,75.2,1.093,
18:31,4982.01,-4.97,10.63,53.8,1.065,-1.29,7.37,48.3,1.075,-1.29,-0.07,65.7,0.852,-1.84,0.42,76.1,1.101,
18:31,4982.21,0.2,14.48,55.3,1.097,3.97,10.63,47.8,1.201,0.19,0.37,63.5,0.891,-0.57,0.85,76.9,1.064,
18:31,4982.41,3.37,17.69,55.5,1.133,1.84,10.95,48.3,1.193,-0.95,0.95,63.4,0.865,-2.81,-0.12,75.4,1.02,
18:31,4982.61,2.65,17.88,53.7,1.108,0.29,10.41,50.4,1.142,-1.18,0.69,62.4,0.947,-0.98,2.12,74.7,1.035,
18:31,4982.81,-4.96,11.88,51.1,1.036,-0.67,8.38,48,1.064,-1.36,0.35,61.9,0.871,-1.43,1.3,75.2,1.098,
18:31,4983.01,-4.22,11.33,53.3,1.087,-0.97,7.63,48.3,1.095,-1.57,0.49,63,0.856,-1.53,0.61,76,1.1,
18:31,4983.21,0.09,14.74,54,1.092,4.66,9.85,52,1.171,0.7,0.57,64.8,0.874,-0.32,1.14,76.7,1.085,
18:31,4983.41,3.28,17.7,55.8,1.13,2.32,10.21,51.9,1.178,-0.44,1.02,63.9,0.894,-2.75,0.01,75.1,1.035,
18:31,4983.61,1.97,17.07,54.3,1.093,0.55,9.06,55.2,1.098,-1.1,0.87,61.4,0.958,-1.17,2.1,74.2,1.059,
18:31,4983.81,-5.54,10.94,51.4,1.04,-0.39,6.81,52.1,1.022,-1.08,0.48,62.6,0.88,-1.4,1.36,75.1,1.122,
18:31,4984.01,-4.83,10.98,52.5,1.076,-0.49,6.58,52.3,1.073,-1.4,0.49,62.8,0.865,-1.49,0.58,76.3,1.101,
18:31,4984.21,0.73,14.67,55,1.09,4.94,9.04,54.3,1.134,0.8,0.84,63.5,0.896,-0.35,1.08,76.8,1.082,
18:31,4984.41,3.16,17.85,55.5,1.124,2.17,9.12,56.1,1.125,-1.21,1.28,62.2,0.899,-2.78,0.31,74.8,1.035,
18:31,4984.61,1.44,16.59,53.7,1.089,1.04,8.8,55.3,1.1,-1.48,0.77,61.5,0.94,-0.89,2.33,74.7,1.034,
18:31,4984.81,-5.81,10.98,51.5,1.036,-1.27,6.49,52.1,0.998,-1,0.46,64.2,0.869,-1.47,1.28,75.2,1.123,
18:31,4985.01,-3.9,11.62,53.3,1.078,0.07,6.52,54.4,1.07,-1.19,0.29,64,0.862,-1.32,0.6,76.5,1.091,
18:31,4985.21,0.53,15.14,54.2,1.092,4.51,9.55,52.9,1.148,0.56,0.88,63.3,0.889,-0.57,1.02,76.6,1.082,
18:31,4985.41,3.23,18.15,55.1,1.127,1.55,9.53,54.7,1.121,-0.81,0.52,65.7,0.898,-3.24,0,74.4,1.033,
18:31,4985.61,0.22,16.12,52.3,1.081,0.39,8.39,55.3,1.07,-1.29,0.46,61.9,0.936,-1.21,2,74.3,1.071,
18:31,4985.81,-6.08,10.35,51.5,1.032,-0.88,6.79,51.3,1.019,-1.21,0.89,61.8,0.881,-1.77,1.02,75.1,1.13,
18:31,4986.01,-3.38,11.82,53.3,1.087,0.76,6.78,54.8,1.08,-1.1,0.42,63.2,0.865,-1.19,0.63,76.5,1.086,
18:31,4986.21,1.17,15.06,54.7,1.102,4.3,9.09,54,1.128,0.57,0.9,63.6,0.891,-0.76,0.91,76.6,1.079,
18:31,4986.41,3.47,18.17,56,1.13,1.35,9.63,54.8,1.132,-1.78,0.91,62.2,0.892,-2.9,0.51,74.3,1.026,
18:31,4986.61,-0.87,15.12,51.6,1.079,0.31,7.99,53.7,1.051,-1.55,0.46,62.4,0.923,-1.16,2.01,74.7,1.053,
18:31,4986.81,-5.94,10.22,52.2,1.041,-0.6,6.66,52.5,1.021,-0.89,0.54,64.7,0.871,-1.88,0.9,75.3,1.127,
18:31,4987.01,-2.31,12.84,53.9,1.085,1.9,8.35,51,1.124,-0.91,0.31,63,0.883,-1.12,0.6,76.7,1.075,
18:31,4987.21,2.11,16.13,55,1.111,4.57,9.29,54.3,1.143,0.34,0.68,65,0.89,-1.47,0.56,76.2,1.066,
18:31,4987.41,3.88,18.14,57.7,1.123,1.01,9.8,55.5,1.126,-1.67,0.61,63.2,0.915,-2.75,0.88,74,1.025,
18:31,4987.61,-1.93,13.93,52,1.049,0.02,8.21,51.3,1.058,-1.32,0.44,61.9,0.925,-1.18,1.81,74.7,1.083,
18:31,4987.81,-6.1,10.24,52.2,1.048,-1.34,6.36,52.1,1.023,-1.49,0.83,62.2,0.854,-1.89,0.79,75.3,1.127,
18:31,4988.01,-1.2,13.12,54.5,1.09,3.09,8.27,53.8,1.113,0.23,0.18,66,0.864,-0.6,1.01,76.6,1.087,
18:31,4988.2,1.85,15.96,54.6,1.108,3.51,9.2,53.9,1.147,0.4,1.13,65.6,0.9,-1.95,0.42,75.6,1.066,
18:31,4988.4,3.93,18.07,55.2,1.125,1.1,9.35,56.6,1.116,-1.13,0.41,64.7,0.93,-2.46,1.05,74.1,1.034,
18:31,4988.61,-2.67,13.07,51.8,1.044,-0.28,7.62,51.3,1.024,-1.36,0.5,62,0.908,-1.6,1.43,74.9,1.08,
18:31,4988.81,-5.75,9.78,52.6,1.036,-0.86,6.45,50.5,1.034,-0.96,0.73,64,0.866,-2.04,0.55,75.7,1.128,
18:31,4989,-0.66,13.38,55.4,1.094,3.3,8.42,53.5,1.122,-0.35,0.5,63.2,0.885,-0.87,0.85,76.7,1.08,
18:31,4989.2,2.91,16.75,55.3,1.12,3.04,9.12,54,1.14,-0.48,1.26,63.6,0.912,-2.81,-0.05,75.3,1.044,
18:31,4989.4,2.99,17.75,54.3,1.124,0.62,9.69,54.6,1.122,-1.46,0.66,63.7,0.937,-1.79,1.76,74.2,1.035,
18:31,4989.6,-3.4,12.28,52.2,1.037,-0.73,7.25,50.9,1.019,-0.96,0.63,62.8,0.919,-1.57,1.37,75.1,1.092,
18:31,4989.8,-5.26,10.39,53.4,1.054,-0.53,6.55,51.5,1.051,-1.16,1.11,62.4,0.878,-1.92,0.63,75.7,1.119,
18:31,4990,0.16,14.27,54.6,1.1,4.36,9.36,51.8,1.149,0.7,0.72,64.7,0.894,-0.61,1.05,76.6,1.087,
18:31,4990.2,2.78,16.87,55.7,1.114,2.7,9.03,55.5,1.135,-0.31,1.33,64.2,0.932,-2.94,0.11,74.8,1.054,
18:31,4990.4,2.04,17.04,53,1.106,0.28,9.18,53.3,1.105,-1.42,0.68,62.7,0.937,-1.57,1.95,74.2,1.044,
18:31,4990.6,-4.44,11.44,51.5,1.025,-0.42,7.04,51.8,1.014,-0.96,0.9,61.5,0.913,-1.65,1.27,75.1,1.106,
18:31,4990.8,-4.74,10.42,53.5,1.064,-0.54,6.25,52.5,1.063,-1.06,0.9,63.2,0.906,-1.87,0.5,76,1.105,
18:31,4991,0.84,14.62,54.1,1.097,4.59,9.27,53.2,1.161,0.33,0.92,62.9,0.903,-0.78,0.93,76.7,1.08,
18:31,4991.2,3.13,17.69,54.8,1.12,2.04,9.2,54.9,1.131,-1.17,1.96,59.7,0.961,-3.42,-0.24,74.8,1.018,
18:31,4991.4,1.55,16.5,53,1.088,0.52,8.98,53.5,1.093,-1.49,1.13,60.2,0.962,-1.42,1.92,74.4,1.049,
18:31,4991.6,-5.63,10.88,51,1.027,-0.78,7.31,49.5,1.021,-1.29,1.5,59.5,0.925,-2.06,0.96,75,1.117,
18:31,4991.8,-3.72,11.21,53.3,1.075,0.09,7.2,50.9,1.089,-1.14,1.48,59.9,0.916,-1.56,0.65,76,1.106,
18:31,4992,1.63,14.95,55.3,1.097,4.05,9.35,53.8,1.158,0.83,2.1,62.8,0.949,-0.72,1.28,76,1.099,
18:31,4992.2,3.62,17.83,54.8,1.129,1.85,9.12,57.3,1.112,-1.34,2.12,58.8,0.976,-3.04,0.5,74.1,1.049,
18:31,4992.4,0.03,15.31,52.9,1.078,0.42,8.44,53.1,1.077,-1.5,1.23,59.6,0.972,-1.32,2.04,74.4,1.061,
18:31,4992.6,-5.68,10.07,51.4,1.028,-0.54,6.63,51.7,1.004,-0.93,2.17,58.3,0.96,-1.94,0.98,75.2,1.125,
18:31,4992.8,-3.07,11.18,55.4,1.073,0.54,6.98,53,1.084,-1.19,1.3,60.5,0.923,-1.56,0.55,76.3,1.089,
18:31,4993,1.44,15.27,54.8,1.106,4.09,9.13,54.3,1.142,0.19,1.58,61.9,0.939,-1.22,0.83,76.2,1.077,
18:31,4993.2,3.38,18.9,54.8,1.126,1.33,9.64,55.9,1.113,-1.63,2.05,58.6,0.992,-3.28,0.3,74,1.017,
18:31,4993.4,-0.92,15.5,51,1.065,0.21,8.79,52.4,1.078,-1.48,1.16,59.4,0.964,-1.32,2,74.4,1.068,
18:31,4993.6,-6.09,10.5,52.3,1.039,-0.47,7.09,52.1,1.026,-1.1,2.65,56.8,0.966,-2.04,0.93,75,1.126,
18:31,4993.8,-2.43,12.85,53.9,1.075,1.9,8.09,52.2,1.095,-0.3,1.16,61.4,0.915,-1.07,0.76,76.5,1.083,
18:31,4994,1.49,15.64,55,1.097,4.64,9.81,52.7,1.158,0.79,1.47,62.8,0.93,-1.22,0.74,76.3,1.072,
18:31,4994.2,3.24,18.41,55,1.127,0.81,9.69,54.8,1.117,-1.85,1.82,58.5,0.971,-3.51,0.2,73.8,1.011,
18:31,4994.4,-1.27,14.7,52.2,1.063,0.52,8.23,52.7,1.055,-1.54,1.11,59.5,0.961,-1.61,1.62,74.7,1.06,
18:31,4994.6,-6.24,10.63,51.6,1.021,-0.61,7.26,49.6,1.014,-1.26,1.63,58.9,0.917,-2.32,0.67,75.3,1.137,
18:31,4994.8,-2.57,12.64,54.5,1.078,1.4,7.82,51.4,1.094,-1.09,0.54,61.8,0.887,-1.52,0.43,76.7,1.064,
18:31,4995,1.04,16.09,54.3,1.104,3.38,9.36,52.6,1.128,-0.17,0.96,63.6,0.902,-2.07,0.23,76.1,1.045,
18:31,4995.2,1.58,18.57,54.2,1.113,-0.53,10.18,51.1,1.101,-2.54,0.9,61.6,0.917,-3.59,0.59,73.4,1.018,
18:31,4995.4,-4.2,14.24,50.4,1.044,-1.1,8.81,49.7,1.059,-2.1,0.47,62.5,0.905,-2.31,1.59,73.8,1.083,
18:31,4995.6,-7.12,11.3,51.2,1.042,-1.84,7.7,49.7,1.043,-1.85,1.28,61.7,0.864,-2.44,0.76,74.9,1.132,
18:31,4995.8,-2.76,14.1,53.5,1.086,1.79,9.66,49.6,1.137,-0.72,0.81,63.4,0.876,-1.2,0.91,76.3,1.088,
18:31,4996,1.13,16.88,53.6,1.118,2.45,10.44,50.7,1.159,-0.09,1.21,65.9,0.885,-2.28,0.49,75.3,1.068,
18:31,4996.2,2.15,19.08,53.6,1.124,-0.47,10.93,52,1.129,-1.86,0.9,63,0.925,-2.87,1.29,73.3,1.039,
18:31,4996.4,-3.93,13.86,49.5,1.049,-1.29,9.07,46.8,1.062,-1.5,0.37,63.2,0.913,-1.74,1.65,74.7,1.085,
18:31,4996.6,-6.97,10.79,52.4,1.039,-2.21,7.47,48.5,1.034,-1.67,1.08,63,0.875,-2.36,0.62,75.3,1.124,
18:31,4996.8,-1.75,14.18,53.6,1.098,2.26,9.68,49.4,1.155,-0.61,0.59,63.7,0.872,-1.18,0.83,76.5,1.079,
18:31,4997,1.5,17.02,53.4,1.116,2.29,10.44,49.9,1.164,-0.41,1.24,65,0.892,-2.68,0.15,75.4,1.052,
18:31,4997.2,2.07,18.49,53.3,1.12,-0.37,10.69,50.5,1.12,-1.93,0.85,63.1,0.931,-2.68,1.27,73.8,1.03,
18:31,4997.4,-4.01,13.06,50.5,1.05,-0.85,8.64,48.1,1.057,-1.38,0.37,63.7,0.904,-1.83,1.51,74.7,1.098,
18:31,4997.6,-5.88,10.34,53.2,1.051,-1.72,6.98,49.9,1.04,-1.39,0.6,64.7,0.859,-2.21,0.61,75.5,1.117,
18:31,4997.8,-0.65,14.09,54,1.094,3.97,9.44,52.4,1.158,0.33,0.56,65.1,0.876,-0.82,1.02,76.6,1.086,
18:31,4998,1.87,16.59,53.4,1.121,2.15,10.34,49.2,1.161,-0.42,1.22,64.2,0.886,-2.92,0,75.3,1.051,
18:31,4998.2,2.61,17.31,55.2,1.102,0.13,10.19,52,1.119,-1.62,0.67,63.3,0.936,-2.52,1.31,73.9,1.039,
18:31,4998.4,-4.53,11.43,51.8,1.037,-1.41,7.39,49.9,1.026,-1.58,0.07,64.1,0.866,-1.96,1.24,74.9,1.092,
18:31,4998.6,-5.43,10.19,53.1,1.062,-1.42,6.9,50,1.066,-1.42,0.26,65.8,0.843,-2.26,0.41,75.8,1.112,
18:31,4998.8,0.03,14.24,54.6,1.096,3.76,9.58,51.2,1.151,-0.19,0.38,64.3,0.856,-0.98,0.92,76.6,1.077,
18:31,4999,2.98,17.14,54.7,1.134,2.28,9.67,53,1.146,-1.08,0.79,64.4,0.861,-3.31,-0.21,75.1,1.031,
18:31,4999.2,1.92,16.91,54,1.106,0.11,9.74,51.6,1.108,-1.58,0.77,62.7,0.943,-1.85,1.82,74.1,1.045,
18:31,4999.4,-4.74,10.79,51.5,1.038,-0.62,7.74,48.6,1.036,-1.12,0.98,61.6,0.904,-1.76,1.19,75.2,1.113,
18:31,4999.6,-4.4,10.32,53.5,1.065,-0.35,6.74,52.6,1.074,-1.5,0.79,63.2,0.886,-1.94,0.5,76,1.095,
18:31,4999.8,1.15,14.14,55.2,1.102,4.7,9.37,53.5,1.168,0.56,0.41,65.9,0.875,-0.8,1.01,76.6,1.081,
18:31,5000,3.03,17.09,54.9,1.119,2.16,9.24,54.4,1.133,-0.82,1.03,64.5,0.923,-3.55,-0.25,74.7,1.024,
18:31,5000.2,1.06,15.51,53,1.086,0.92,8.73,53.5,1.096,-1.56,0.94,61,0.959,-1.83,1.62,74.5,1.044,
18:31,5000.4,-5.63,9.91,52,1.036,-0.58,6.91,51.4,1.017,-1.03,0.89,62.5,0.885,-1.89,1.08,75.3,1.118,
18:31,5000.6,-3.18,10.98,54.6,1.081,0.27,6.73,52.5,1.074,-1.51,1.12,60.4,0.893,-1.77,0.47,76.3,1.087,
18:31,5000.8,1.37,14.48,54.9,1.104,4.67,8.98,54.4,1.139,0.47,0.91,63.8,0.894,-1.02,0.89,76.5,1.076,
18:31,5001,3.69,17.63,55.3,1.129,1.89,9.37,55.3,1.133,-1.22,1.21,63,0.924,-3.3,0.26,74.3,1.028,
18:31,5001.2,0.57,15.26,52.2,1.072,0.96,8.53,53.6,1.081,-1.35,0.61,62.1,0.934,-1.36,2.03,74.4,1.073,
18:31,5001.4,-5.05,10.26,52.1,1.031,-0.33,6.53,52.6,1.017,-1.03,0.81,63.5,0.858,-2.08,0.95,75.1,1.127,
18:31,5001.6,-1.9,11.75,54.7,1.085,1.78,7.21,54.1,1.098,-0.58,0.81,63.5,0.885,-1.32,0.71,76.4,1.086,
18:31,5001.8,2.08,14.73,55.6,1.093,4.65,8.9,55.5,1.144,0.93,1.05,65.8,0.897,-1.2,0.89,76.2,1.079,
18:31,5002,3.98,17.66,54.4,1.138,1.86,9.12,56.3,1.127,-1.36,0.93,62.9,0.922,-3.35,0.26,74.2,1.025,
18:31,5002.2,-0.88,13.57,52.8,1.053,-0.28,7.77,51.2,1.046,-1.31,0.3,63.6,0.925,-1.76,1.6,74.6,1.064,
18:31,5002.4,-5.5,9.38,53,1.035,-0.83,6.58,51,1.032,-0.74,1.07,63.8,0.895,-2.11,0.81,75.4,1.127,
18:31,5002.6,-1.51,12.14,55.1,1.096,1.92,7.31,54.3,1.094,-1.11,0.85,61.7,0.872,-1.39,0.66,76.6,1.078,
18:31,5002.8,1.67,15.3,55,1.112,3.06,8.71,54.7,1.123,-0.69,1.38,62.7,0.891,-2.32,0.37,75.6,1.062,
18:31,5003,2.77,18.36,55,1.114,0.45,9.73,54.5,1.111,-2.14,0.97,62.6,0.927,-2.94,1.2,73.6,1.03,
18:31,5003.19,-3.15,13.76,50.8,1.052,-1.01,8.24,49.7,1.037,-1.98,0.83,60.5,0.92,-1.7,1.81,74.5,1.081,
18:31,5003.4,-7.13,10.77,50.7,1.042,-2.5,7.36,48,1.025,-2,1.25,61.9,0.85,-2.36,0.82,74.9,1.116,
18:31,5003.6,-3.13,13.93,52.6,1.07,1.22,9.21,49.6,1.1,-0.88,1.29,62.1,0.876,-1.2,1.03,76.1,1.075,
18:31,5003.8,-0.07,16.81,53,1.089,1.93,10.07,52.8,1.135,-1.13,2.1,60.8,0.882,-2.5,0.53,74.9,1.061,
18:31,5003.99,2,19.29,54.2,1.106,-0.65,10.52,53.2,1.108,-1.88,1.1,62.9,0.924,-2.79,1.48,73.2,1.038,
18:31,5004.19,-4.49,13.9,50.4,1.034,-1.27,8.89,49,1.031,-2.11,1.3,58.7,0.926,-1.84,1.83,74,1.093,
18:31,5004.4,-6.93,11.1,51.4,1.047,-1.98,7.19,50.3,1.029,-1.68,1.05,63.7,0.857,-2.5,0.69,75,1.113,
18:31,5004.6,-1.46,14.23,54.3,1.097,2.74,9.27,52,1.149,-0.67,1.44,61.3,0.893,-1.17,1.03,76.3,1.082,
18:31,5004.79,1.47,17.22,54.6,1.116,1.97,9.75,52,1.121,-0.74,1.41,64.4,0.889,-3.03,0.15,75,1.045,
